start	end	text
11180480	11187480	których ja również pracowałem albo dla których robiłem jakieś tam rozwiązania, nie korzystały z funkcjonalności Dynamicsa.
11187480	11192480	Czyli zbyt obszerny, zbyt dużo funkcjonalności miał, nie potrzebowały tego.
11192480	11203480	Bardziej nawet podobało się im to, że jak łatwo się tam dostosowuje i tworzy nowe rzeczy, jak łatwo jest ta baza danych i po prostu sobie tabelę tworzę i mam.
11203480	11213480	Mam założone indeksy, mam wyszukiwania, mam podstawową platformę, taka która się opiera na danych i mogłem sobie tworzyć co chciałem.
11213480	11225480	Więc oni pewnie w odpowiedzi na zachowania i jak rynek np. adoptuje to rozwiązanie zauważyli, że ja niekoniecznie jestem zainteresowany jakimiś konkretnym salesem, appsem,
11225480	11230480	bo te funkcjonalności mnie nie interesują, bo nasz model, proces zupełnie inaczej wygląda.
11230480	11241480	Więc pewnie odpowiedzią na te potrzeby było właśnie, no to macie Power Platform, nas to tyle już nie kosztuje, nie musimy się bawić i tworzyć nowe jakieś tam funkcjonalności,
11241480	11253480	typu konkretnie jakieś procesy, tylko robimy coś co jest otwartą platformą, rozszerzalną, gdzie każde swoje mini firma, biznesowe potrzeby ma, nie wiem,
11253480	11264480	moduł od zarządzania pokojami w firmie, jesteś w stanie sobie parę godzin wyklikać, mamy to.
11264480	11272480	Wiesz, że jutro będę miał gościa, który może to wspierać, bo to jest szeroko znana platforma, to nie jest na świecie.
11273480	11281480	Wiadomo, w Polsce jeszcze to jest cały czas na takim pewnie raczkującym poziomie w mojej ocenie, ale to musi iść.
11281480	11290480	Wiemy jak wygląda na zachodzie, jak właśnie pozbywają się firmy tych rozwiązań typowo customowych i zastępują je Power Platform, więc to jest to.
11290480	11299480	Mówiłeś o Canvas, Canvas jest niczym innym jak tylko, ja to nazywam po prostu innym interfejsem, inną warstwą prezentacji, która daje trochę więcej możliwości,
11299480	11311480	z której możesz się wpiąć do czegokolwiek, możesz się wpiąć do Dataverse'a, możesz się wpiąć do Sharepoint'a, możesz się wpiąć do innych, po prostu jakby innych backendów, innych danych, modeli danych.
11311480	11322480	I tyle, Canvas to jest po prostu jakby twoja Canva, na niej sobie rysujesz i okej, wezmę sobie source z tego, source z tamtego i tworzysz jakieś pejże.
11322480	11340480	Tak, co ciekawe można też to zastąpić, bo to jest taka wersja dość podstawowa, kanwasy w sensie i często na przykład firmy potrafią dobudowywać własny frontend i budować na nim cokolwiek sobie chcą, tak jak mówiliśmy wcześniej.
11340480	11345480	Czyli tak podsumowując Azure to bazy danych, tak w skrócie.
11345480	11358480	I komputery tylko w chmurze, moje komputery, zamiast jakby komputer firmowy, wirtualna maszyna, do której ja się tam loguję i tam mam na przykład zainstalowane swoje narzędzia do pracy.
11358480	11367480	Nie muszę mieć fizycznie na kompie, tylko ja się loguję do tej chmury azurowej i tam jest mój dostęp do firmowy powiedzmy.
11367480	11375480	A czy można powiedzieć, że w sumie Power Apps i Model Driven to jest dziecko Dynamicsa?
11375480	11382480	Że wywodzi się po prostu od Dynamicsa w tej mierze i jest takim uproszczoną wersją jego?
11383480	11392480	Ja bym się zastanowił też nad tym, co to jest Dynamics w ogóle, bo to trochę jest kierowane znowu moim zdaniem marketingiem mocno.
11392480	11398480	Czyli jakby spojrzysz, był CRM, tak naprawdę to jest dzieckiem CRM-a.
11398480	11402480	Ten CRM był przeniesiony, zrebrandowany na Dynamics.
11402480	11413480	Potem powstał ten Dynamics Sales i Dynamics tam powiedzmy, czyli te apki teoretycznie, które skupiają się na pewnych potrzebach biznesowych, konkretnych.
11413480	11418480	To jest do sprzedaży, to jest do wsparcia klienta, to jest tam do czegoś.
11419480	11426480	I Power Platform korzysta dokładnie jak kiedyś CRM była baza, czy Power Platform.
11426480	11432480	Power Platform jako szerzej to wiadomo, że masz i Power Apps, masz Dataverse, czyli tego CRM-a.
11432480	11441480	Więc jakby jest to, bo ty pytałeś o Power Apps czy Power Platform, bo już trochę się zakręciłem szczerze mówiąc.
11441480	11443480	Czekaj, nie wiem teraz.
11443480	11446480	Właśnie, jakby to są też inne wiesz.
11446480	11449480	No to może powiedz od razu jaka jest różnica między jednym i drugim.
11449480	11461480	No dobra, no to Power Platform to jest ta cała platforma zbiórczego, wchodzi Power Apps, a Power Apps to jest albo Canva, albo Model Driven.
11461480	11470480	Dataverse, czyli dane, czyli ten CRM historycznie, tylko że on też sam nie działa.
11471480	11477480	No dobra, w skrócie CRM z API, czyli mogę do tego gadać pod spodem od strony kodu.
11477480	11482480	Mamy Power Automate, czyli taki workflow, orkiestracja, automatyzacja.
11482480	11488480	I co tam mamy jeszcze? Virtual Boty, jakieś tam dodatki.
11488480	11492480	Mamy AI Buildera, ale nie wiem czy on jest w ramach...
11492480	11504480	Tak, on jest AI Builder, to też jest już teraz jako Power Platform, ale też nad tym ciężko nadążyć, bo to jest kreowane moim zdaniem, jakby to widać, to się zmienia, to jest rebranding.
11504480	11512480	Wiesz, wczoraj było Dataverse, słuchaj, był Dynamics, za chwilę zrobili z tego Dataverse i czytaliśmy artykuły Dynamics i popatrzysz Dataverse.
11512480	11520480	Używane jako synonim, ale niekoniecznie, jakby to jest złożone, to jest pewnie na osobny...
11520480	11524480	Pewnie tak, bo technologia się prężnie rozwija w dzisiejszych czasach.
11524480	11538480	Mnie ciekawi właśnie, czy będziemy mieć taką przyszłość niedługo w Polsce, gdzie będziesz wpisywał sobie Power Platform w CV, że umiesz obsługiwać i idziesz od firmy do firmy i każda firma ma to rozwiązanie praktycznie,
11538480	11544480	bo wydaje mi się, że gdyby nie było takiej możliwości, to byś pewnie Nubladu nie zakładał.
11545480	11557480	No tak, myślę, że tak to może wyglądać docelowo, że rzeczywiście gdzieś tam zawsze każda firma jakaś będzie średnia, która ma rozwiązania Microsoftowe,
11557480	11567480	będzie miała u siebie Power Platform zaadoptowane i jakieś tam funkcjonalności będą na tym latały, więc każdy będzie wiedział, że jak notyfikacje dostaję, to wiem,
11567480	11577480	że coś jest dostępne z tego poziomu, ale też z tego poziomu, czy z takiego urządzenia, mogę to w Teamsach zobaczyć i tak dalej, możesz mieć te notyfikacje.
11577480	11594480	Więc zdecydowanie taki jest plan, żeby jednak uświadomić klienta tutaj w Polsce, ale nie tylko, że jest coś takiego i te rzeczy, które masz obecnie fizycznie na półkach,
11594480	11606480	nie wiem, ster te kontraktów, po co masz te kontrakty fizycznie, skoro nie musisz mieć je zgodnie z prawem już, to sobie je podpisz elektronicznie i zasadzamy je gdzieś tam i mamy je w chmurze,
11606480	11614480	czy to na Sharepoint, czy to w chmurze i nie martwisz się, że mi się spali szafa, a zresztą jak z tego skorzystać, sam wiesz.
11614480	11616480	No nie korzysta nikt.
11616480	11629480	Masz umowy, no to ja nie wiem nawet jak je odszukać, a chodzi o to, że na to możesz położyć na przykład Azure Cognitive Services, gdzie to jest ta złożona wyszukiwarka z integracją,
11629480	11640480	co możesz później podpiąć pod AIa i pod to podpinasz AIa i później on tą bazę ma, wiedzę ma na wyciągnięcie ręki, ten AI model ma twoje dane, twoje kontrakty, twoje wszystko,
11640480	11649480	możesz ograniczyć dostęp, możesz, fajnie to słyszę, jak Microsoft będzie to udostępniał, że to nie będzie tak, że ktoś sobie robi prompta, bo podaj mi ile firma zarobiła w zeszłym roku,
11649480	11661480	ja jako nikt z firmy jestem w stanie tej informacji uzyskać, nie, tam będziesz mógł sobie to poklasyfikować, ustawić kto do czego ma, jakiego zbioru ma dostęp, kto może o co zapytać w skrócie i dostać na to odpowiedź,
11661480	11676480	więc jakby patrząc z tej perspektywy, no to sobie wyobraź, masz cały, dajesz mądremu komuś, AIowi dostęp do swoich danych i teraz wiesz, mówisz, no dobra zaproponuj mi, co ja tutaj źle robię, nie wiem, strategię marketingową,
11676480	11686480	no tu masz cały mój content, no weź powiedz tutaj, czemu mamy takie brzydkie grafiki, jak mamy obecnie, weź mi tutaj coś ładniej zrób albo nie wiem.
11686480	11707480	Szereg możliwości jest niesamowity, nawet bardzo mi się podoba też integracja, czy właśnie z teamsami, bo dużo ludzi też spędza czas na pisaniu, po prostu wiesz, opisywanie bieżących sytuacji w firmie i nagle może sobie otworzyć inne okno i napisać instrukcję do AI,
11707480	11736480	może, nie wiem, ściągnąć jakieś dokumenty nie wychodząc z aplikacji, bo to jest też duży plus jeśli chodzi o produktywność, bo wiadomo jak każdy z nas usiądzie do pracy i nagle ma 15 aplikacji odpalonych, no to mózg się szybko męczy i szybko się wypala, a jak możemy pewne procesy zautomatyzować i używać właśnie czy takiego czatu zwykłego, no to jest to pewna innowacja, przynajmniej z mojej perspektywy.
11737480	11760480	Zdecydowanie, to też jest kwestia ewangelizacji tych firm, tych ludzi decyzyjnych, żeby zrozumieli co to w ogóle daje. Jedno to jest coś stworzyć fajnego, potem to wdrożyć gdzieś tam, żeby ktoś to chciał, ale później żeby też to zaadoptować i z tego korzystać tak jak to ma możliwości, bo my też się zderzamy często z barierą biznesu,
11760480	11774480	że niekoniecznie te fajne rzeczy się akurat tak fajnie korzysta, bo po co mi to, bo przecież ja tego nie potrzebuję, a potem musisz tworzyć tę potrzebę często.
11774480	11788480	W jakim sensie tworzyć potrzebę, że po prostu podajesz biznes case komuś, że to jest dla Ciebie po prostu bardziej opłacalne i możesz osiągnąć dużo więcej niższym kosztem czasowym?
11789480	11801480	Tradycyjnie jak się podchodziło do softu, to się myślało, że przecież skoro Ty jesteś IT, programista, no to ja muszę mieć wymagania biznesowe, to daj mi wymagania biznesowe i ja je implementuję.
11801480	11816480	I to był człowiek, wiesz, programista, który gdzieś tam w koncie to napisał i koniec. Ale biznes musiał drajwować, innowacje i tak dalej, potrzeby, a wiesz, a tutaj my się zderzamy właśnie, to jest to, że jeżeli masz te softskille i wiesz jak technologia to Ci daje,
11816480	11826480	ale dodatkowo rozumiesz ten biznes, to jesteś w stanie mu stworzyć tę potrzebę. No jak? Przecież Ty nie rozumiesz, że będziesz mógł sobie to wszystko wyszukać, wiesz, moduł korespondencji czy moduł, że ja mogę to wyszukać.
11826480	11833480	No weź teraz mi przejrzyj 100 listów po kolei z szafki, nawet jak masz ładnie ułożone, gdzie ja coś miałem, tak?
11833480	11834480	Tak.
11834480	11841480	A weź teraz do tego dołożyć jeszcze AI, który to skonsumuje i powie mi, weź mi wypluj ostatnie eventy z kimś tam.
11841480	11842480	Tak jest.
11842480	11856480	Nie muszę tego nawet szukać, nie muszę, wiesz, jakby, no to o tym mówię, że tą potrzebę, ale to trzeba pokazać, że takie coś w ogóle jest, wiesz, to znowu ten agile, to demo, to zaangażowanie tych firm, żeby oni ze sobą byli.
11856480	11868480	Oczywiście to kosztuje, no bo nikt nie będzie tego robił za friko, tak? My nie będziemy tego na siłę komuś wciskać i najlepiej za darmo, a w końcu i tak nie będziemy z tego korzystać.
11868480	11878480	I o to chodzi. My też szukamy jednak tych ludzi, którzy tą innowację, wiesz, łykają i się tym w skrócie jarają, bo potem jest łatwiej, nie?
11878480	11892480	Ale też jakby po naszej stronie jednak jest dużo, żeby pokazać, zidentyfikować ten problem, pokazać jakie jest dla niego rozwiązanie i potem, słuchajcie, korzystajcie z tego, nie?
11892480	11898480	Czy przeżyłeś pewien szok biznesowo-kulturowy po powrocie do Polski?
11898480	11910480	Oj tak, zdecydowanie, zdecydowanie. No jest inny dialog już, o którym wcześniej wspominałem, nie? Na zasadzie jakby ta dyplomacja angielska jest na zupełnie innym poziomie, tak?
11910480	11921480	Wersus Polska, jakby w Polsce jest wszystko takie, z punktu widzenia angielskiego, wydawałoby się, nie wiem, często aroganckie albo, wiesz, takie niemiłe.
11922480	11932480	Tu jest twoje miejsce, gościu, nie? W szeregu. Często, nie zawsze, to oczywiście też znowu generalizuję mocno i upraszczam, ale to na pewno.
11932480	11947480	Na pewno to, że tam jest wyższa świadomość tego, że tak naprawdę za te wszystkie pierwsze prace, które z tym, wiesz, z tym twoim cytatem, że wiesz, że trzeba sobie przygotować ten grunt.
11947480	11949480	Tak, naostrzyć siekierę.
11949480	11951480	Naostrzyć tę siekierę, ten toporek.
11951480	11953480	I spędzić tak naprawdę więcej czasu nad tym.
11953480	11956480	To jest kosztowne, a on za to nic nie ma, on ma cały czas ten toporek.
11956480	11957480	Tak jest.
11957480	11966480	On mówi, kurde, no przecież, a co ty chcesz mnie zabić, wiesz? Na zasadzie jakby, i tu się odwołuję do analizy, do zrozumienia, do wyciągnięcia ich za język, tak?
11966480	11974480	Że jak mamy dostęp do tego biznesu, to nie będzie tak, że my od razu im damy, no tu masz model driven i wow, funky i będziesz sobie śmigał.
11974480	11982480	Właśnie jeszcze bardziej tam się kładzie i powinno się kłaść ten nacisk na to, żeby dogłębnie zrozumieć, o co im chodzi.
11982480	11993480	Czy na pewno o to ci chodzi, o czym mówisz, bo ty mówisz mi trochę dziwnie, niejednoznacznie, tam na pewno, i wiesz, dociskasz te soki i widzisz, aaa, widzisz, i tutaj jest drugie dno.
11993480	11998480	To zobacz, to jak jest drugie dno, to znaczy, że my możemy to zrobić, aaa, no dobra, i wiesz.
11998480	12006480	A za to nie chcą, widzę, aż tak płacić, jakby wiesz, średni taki konsument to on myśli, że wiesz, jak ja płacę, żądam, mam.
12006480	12008480	Jestem królem.
12008480	12016480	No wiesz, jakby to mi się należy i koniec, no przecież jak spłacimy, no to przecież, wiesz, a tu czasami też jest tak, że wiesz, może się okazać docelowo,
12016480	12025480	i to też nie chciałbym super oszukiwać, że wiesz, spędzisz dwa, trzy tygodnie i powiesz, sorry, wy albo nie rozumiecie jeszcze, gdzie jesteście i co wy chcecie,
12026480	12032480	żeby podjąć tą właściwą decyzję, czy na pewno chcecie to, co mówimy, to też jest druga rzecz, ale już za to musisz zapłacić.
12032480	12040480	I wiesz, i tu jest problem. W Anglii to było logiczne, tak, tam robiłeś pre-sale, czy POC, czy tego typu rozwiązania, po prostu, no,
12040480	12049480	się brało ludzi, konsultantów na dwa, trzy, wiesz, dwóch, trzech konsultantów na okres kilku tygodni na przykład i od razu było wiadomo, że kasę,
